x,y,TRACKID,DEPOT_ID,sids,ts
"-77.01777649",38.88938904,5,5,86,3
"-77.00702667",38.93647003,10,10,880,22
"-77.06752777",38.93630981,2,2,2,1
"-77.05584717",38.90507889,4,4,965,15
"-77.05899811",38.94670105,2,2,550,8
"-77.0489502",38.9236412,4,4,601,11
"-77.06324005",38.92900085,4,4,449,3
"-76.98529816",38.92424011,10,10,908,7
"-77.00605774",38.82155991,6,6,854,5
"-77.01062775",38.87202835,5,5,552,2
"-77.01481628",38.88259888,5,5,5,64
"-77.03695679",38.92776108,4,4,710,12
"-77.03440857",38.87668991,5,5,167,4
"-76.9341507",38.87934113,8,8,549,3
"-77.02642059",38.92982101,5,5,819,2
"-77.02294922",38.91775894,5,5,420,4
"-77.08486938",38.9025116,4,4,486,103
"-76.96933746",38.91173935,9,9,213,14
"-77.01618195",38.90079117,5,5,263,5
"-77.03832245",38.98321152,1,1,9,14
"-77.02140808",38.89733887,5,5,578,1
"-77.02261353",38.80791092,6,6,994,1
"-77.01687622",38.82762146,6,6,1000,39
"-76.99923706",38.9362793,10,10,176,16
"-77.01165771",38.85731888,6,6,292,11
"-77.03424835",38.88486862,5,5,313,99
"-76.99230194",38.93820953,10,10,10,1
"-76.93435669",38.90819168,9,9,4,4
"-76.9852066",38.84926987,7,7,173,74
"-76.99199677",38.90903091,10,10,546,1
"-77.09983063",38.9165802,3,3,182,40
"-77.09329987",38.91500854,3,3,530,42
"-77.05922699",38.95365906,2,2,329,20
"-76.99359894",38.83987045,6,6,430,13
"-77.04918671",38.91432953,4,4,193,7
"-77.01322174",38.91529846,5,5,29,8
"-77.04797363",38.8902092,5,5,503,20
"-77.01216888",38.87205124,6,6,47,64
"-77.0515976",38.94636154,2,2,342,7
"-77.01318359",38.81996155,6,6,104,1
"-77.09738922",38.91641998,3,3,528,1
"-77.02200317",38.8781395,5,5,45,4
"-77.10294342",38.92181015,3,3,143,29
"-77.04390717",38.90924835,4,4,981,16
"-77.02378082",38.95959091,1,1,998,71
"-77.04042816",38.92663956,4,4,166,7
"-76.93283844",38.87985992,8,8,549,4
"-77.06638336",38.93733978,2,2,875,11
"-77.0541687",38.93024826,4,4,949,5
"-76.93920135",38.89960861,9,9,682,7
"-77.00901794",38.95344162,10,10,55,22
"-77.01428986",38.90026093,5,5,819,102
"-77.09397888",38.93341064,3,3,384,22
"-76.93749237",38.87255859,8,8,679,27
"-77.06259155",38.94255829,2,2,560,10
"-77.02397919",38.90116882,5,5,943,10
"-77.03977966",38.96496964,1,1,353,33
"-77.0120163",38.87601852,5,5,868,31
"-77.06359863",38.95808029,2,2,927,9
"-76.9522934",38.8683815,8,8,633,36
"-77.06809235",38.89842987,4,4,655,38
"-76.94052124",38.86954117,8,8,479,11
"-76.95548248",38.86903,8,8,277,3
"-77.00821686",38.8473587,6,6,6,96
"-77.06028748",38.92279816,4,4,802,2
"-76.95517731",38.87915039,8,8,699,5
"-77.05818939",38.90932846,4,4,556,3
"-76.99948883",38.89093018,5,5,754,2
"-77.10597992",38.91830826,3,3,878,72
"-76.96884155",38.8911705,8,8,769,128
"-77.00892639",38.87960815,5,5,440,50
"-76.98457336",38.85784149,7,7,7,121
"-77.00055695",38.91563034,10,10,921,5
"-77.10591125",38.92684937,3,3,3,43
"-77.01058197",38.81874847,6,6,643,2
"-77.01946259",38.94306183,10,10,195,16
"-76.96218109",38.88671875,8,8,2,93
"-77.04052734",38.89068985,5,5,365,1
"-77.00272369",38.86764145,6,6,357,4
"-77.10458374",38.92720032,3,3,667,6
"-77.04514313",38.89447021,5,5,265,11
"-77.0525589",38.94984818,2,2,728,17
"-76.95149231",38.88360977,8,8,544,7
"-76.96018219",38.85942078,7,7,698,2
"-77.07317352",38.92430115,4,4,794,15
"-77.07855225",38.91682053,4,4,4,8
"-77.04666138",38.96842957,1,1,809,7
"-77.0351181",38.89876175,5,5,720,16
"-76.99889374",38.93405914,10,10,929,15
"-77.02800751",38.96100998,1,1,1,25
"-77.04151154",38.98617172,1,1,144,15
"-77.01425171",38.89487076,5,5,311,36
"-76.94744873",38.88869095,8,8,492,17
"-77.06365967",38.93732071,2,2,38,5
"-77.04638672",38.90085983,5,5,593,8
"-77.09796143",38.92797852,3,3,489,1
"-77.02052307",38.92752075,10,10,962,19
"-76.98056793",38.85728836,7,7,7,132
"-76.990242",38.94626999,10,10,987,21
"-77.01715088",38.82860184,6,6,1000,44
"-77.09773254",38.90827179,3,3,878,4
"-77.09754181",38.91500092,3,3,814,4
"-77.08322906",38.90237045,4,4,518,23
"-77.06201935",38.94158936,2,2,560,7
"-77.05454254",38.94168854,2,2,135,64
"-77.01634216",38.82839966,6,6,643,29
"-77.00395966",38.95106125,10,10,227,21
"-77.07480621",38.90718079,4,4,892,9
"-76.97518921",38.94028854,10,10,743,5
"-77.06252289",38.95507812,2,2,408,7
"-77.07167816",38.92752838,4,4,22,10
"-77.06257629",38.91542816,4,4,351,15
"-76.97717285",38.90982819,10,10,570,23
"-77.02469635",38.87926865,5,5,765,8
"-77.01583099",38.85054016,6,6,248,8
"-77.02703094",38.91355133,5,5,964,4
"-77.1020813",38.92102051,3,3,73,3
"-77.02458191",38.88407135,5,5,696,1
"-77.00200653",38.8644104,6,6,6,45
"-77.07038879",38.9103508,4,4,518,110
"-76.98753357",38.83671188,7,7,173,16
"-77.05934143",38.92276001,4,4,687,9
"-76.98278809",38.85079956,7,7,390,12
"-77.10266113",38.9123497,3,3,360,1
"-76.94003296",38.91236115,9,9,210,16
"-76.93948364",38.88568115,8,8,436,10
"-77.10045624",38.93886185,3,3,529,12
"-77.07524872",38.90499115,4,4,486,14
"-77.00766754",38.82860947,6,6,658,22
"-77.08583832",38.93349838,3,3,327,8
"-77.08183289",38.93495178,2,2,287,40
"-77.02317047",38.80987167,6,6,886,4
"-77.06638336",38.97127151,2,2,903,3
"-77.03340149",38.88143158,5,5,156,38
"-77.05544281",38.89210129,5,5,120,28
"-76.9422226",38.91415024,9,9,606,35
"-77.00623322",38.96068954,10,10,516,27
"-77.01384735",38.88877869,5,5,6,100
"-76.93005371",38.87778854,8,8,679,5
"-76.97418213",38.91407013,10,10,10,35
"-76.97899628",38.90047073,8,8,370,4
"-77.03736115",38.88655853,5,5,156,1
"-77.07068634",38.91101837,4,4,518,115
"-76.99346161",38.91276169,10,10,460,5
"-77.03180695",38.8802681,5,5,45,45
"-77.08145905",38.92612076,3,3,470,23
"-76.96698761",38.91041183,9,9,508,18
"-77.07623291",38.91408157,4,4,676,35
"-77.07897949",38.90225983,4,4,518,45
"-77.04921722",38.92338181,4,4,598,12
"-76.97306061",38.91743851,10,10,367,5
"-77.00283813",38.86085892,6,6,6,63
"-76.99095917",38.8634491,7,7,691,20
"-76.97486877",38.89305115,8,8,784,30
"-77.06343842",38.95803833,2,2,285,1
"-77.04646301",38.9277916,4,4,97,21
"-77.00901794",38.95344162,10,10,65,3
"-76.99767303",38.95795822,10,10,953,5
"-76.97168732",38.8827095,8,8,312,3
"-77.01406097",38.89986038,5,5,1,87
"-76.94454193",38.88983917,8,8,492,2
"-77.05378723",38.93495178,4,4,169,30
"-77.02736664",38.9686203,1,1,264,4
"-77.0368576",38.93809128,4,4,226,4
"-77.01216125",38.8757782,5,5,868,30
"-77.04634094",38.95222092,1,1,982,50
"-77.0507431",38.95153046,1,1,982,16
"-76.99770355",38.84315109,6,6,741,2
"-77.10276794",38.94477081,3,3,827,7
"-77.07241058",38.93347931,2,2,219,2
"-77.03614807",38.92156982,4,4,220,6
"-77.05648041",38.90187836,4,4,970,20
"-77.0223999",38.98276138,1,1,759,29
"-77.03645325",38.93001938,4,4,654,4
"-77.05536652",38.89231873,5,5,120,26
"-76.95417786",38.9205513,9,9,291,15
"-77.01612091",38.96376038,1,1,641,1
"-77.00900269",38.91334152,10,10,268,10
"-77.00154877",38.92559052,10,10,885,19
"-76.98068237",38.87850952,7,7,428,12
"-76.97070312",38.90784073,8,8,784,111
"-77.05992126",38.96221161,2,2,99,6
"-77.04810333",38.92451096,4,4,598,2
"-77.07627869",38.96612167,2,2,911,6
"-77.06633759",38.92221069,4,4,21,39
"-77.05019379",38.94960022,1,1,602,87
"-77.00301361",38.86780167,6,6,47,37
"-77.0667038",38.97566986,2,2,563,10
"-76.99150085",38.83113098,6,6,898,13
"-77.04100037",38.8817482,5,5,649,24
"-76.97097015",38.85190964,7,7,247,1
"-76.94293213",38.89431,9,9,600,56
"-76.97969055",38.93408966,10,10,10,19
"-77.04547882",38.96974945,1,1,809,11
"-77.00346375",38.84548187,6,6,859,21
"-76.9493866",38.86745834,8,8,253,2
"-77.10990143",38.92726898,3,3,3,19
"-77.08628845",38.90280151,4,4,518,6
"-76.98074341",38.85726929,7,7,7,23
"-77.04193878",38.9621582,1,1,998,22
"-77.04492188",38.89522171,5,5,265,17
"-76.99951172",38.87897873,7,7,7,5
"-77.07482147",38.90620041,4,4,892,6
"-76.97827911",38.91778946,10,10,299,118
"-76.99613953",38.89733887,5,5,832,5
"-77.04492188",38.9197197,4,4,825,12
"-77.04660034",38.94578171,1,1,469,68
"-76.96452332",38.88122177,8,8,2,79
"-76.93650055",38.89308167,9,9,332,3
"-77.04364014",38.96012878,1,1,668,49
"-76.94306946",38.90333939,9,9,347,45
"-76.98139191",38.93568039,10,10,558,1
"-77.02719879",38.82107925,6,6,690,6
"-76.99365234",38.82886124,6,6,497,5
"-77.05056",38.9457283,1,1,602,32
"-76.94815826",38.86883163,8,8,407,4
"-77.01219177",38.8637085,6,6,855,1
"-77.00350952",38.8920517,5,5,554,8
"-76.93302917",38.88150024,8,8,549,6
"-76.94332123",38.90219879,9,9,9,29
"-77.01569366",38.926651,10,10,185,8
"-76.96627045",38.93260956,10,10,117,4
"-77.00910187",38.9091301,5,5,387,6
"-77.06751251",38.92618179,4,4,22,6
"-76.93538666",38.90742111,9,9,9,63
"-77.0446167",38.91987991,4,4,825,9
"-76.96923065",38.89221954,8,8,769,121
"-77.05312347",38.95957947,1,1,426,42
"-77.03224182",38.88348007,5,5,313,89
"-76.97899628",38.90047073,8,8,769,62
"-77.08030701",38.95331955,2,2,884,2
"-77.00231171",38.86154175,6,6,47,10
"-77.09919739",38.91719818,3,3,182,26
"-76.98471832",38.84426117,7,7,11,9
"-76.94239807",38.90069962,9,9,35,21
"-77.09539795",38.95323181,2,2,396,14
"-77.00937653",38.83784866,6,6,800,2
"-76.96211243",38.88843155,8,8,579,2
"-76.9391098",38.91865921,9,9,224,120
"-76.9575882",38.86996078,8,8,447,9
"-77.01875305",38.97510147,1,1,759,73
"-76.97035217",38.91004181,10,10,10,22
"-76.99923706",38.95745087,10,10,527,8
"-77.07019806",38.90438843,4,4,486,27
"-77.05326843",38.97494125,1,1,862,12
"-76.93480682",38.91178894,9,9,606,73
"-77.00718689",38.95230103,10,10,65,12
"-77.09060669",38.95135117,2,2,343,2
"-77.01426697",38.8934288,5,5,1,72
"-77.09616089",38.91688919,3,3,530,27
"-76.9768219",38.84373093,7,7,328,8
"-77.09967804",38.92224121,3,3,148,23
"-76.96935272",38.9291687,10,10,764,3
"-76.99723053",38.87916183,7,7,7,21
"-77.01532745",38.85583878,6,6,744,4
"-77.01387024",38.8902092,5,5,6,102
"-77.05059052",38.93125916,4,4,394,8
"-76.93306732",38.9114418,9,9,606,83
"-77.07650757",38.94221878,2,2,2,16
"-77.03510284",38.96252823,1,1,1,41
"-76.95662689",38.87070084,8,8,277,18
"-76.9578476",38.91090012,9,9,756,6
"-77.0005722",38.8289299,6,6,883,7
"-76.97177124",38.8514595,7,7,491,28
"-77.07273102",38.95468903,2,2,13,16
"-76.92201996",38.8864212,9,9,846,3
"-77.09850311",38.91854858,3,3,530,17
"-77.07054901",38.90090942,4,4,69,4
"-77.03337097",38.87643051,5,5,6,1
"-77.01582336",38.90447998,5,5,1,106
"-77.00591278",38.82165146,6,6,976,13
"-77.05531311",38.97644043,1,1,857,1
"-77.0994873",38.90982819,3,3,878,11
"-77.0099411",38.93880081,10,10,940,17
"-77.1024704",38.94031906,3,3,170,19
"-77.05229187",38.88830948,5,5,208,5
"-76.9521637",38.91915894,9,9,531,28
"-77.00241852",38.86022949,6,6,83,10
"-76.99247742",38.91275024,10,10,267,6
"-76.94287109",38.91223145,9,9,210,37
"-76.99019623",38.92316818,10,10,685,15
"-76.94258881",38.91572189,9,9,672,38
"-77.00402069",38.86814117,6,6,603,26
"-77.05554962",38.93048859,4,4,860,10
"-76.98966217",38.86849976,7,7,7,89
"-76.97274017",38.85303116,7,7,175,30
"-76.97386169",38.89093018,8,8,784,14
"-76.95749664",38.88486099,8,8,553,12
"-76.99545288",38.94826126,10,10,142,15
"-77.01930237",38.92805862,10,10,639,27
"-77.01764679",38.83190918,6,6,1000,58
"-77.00614166",38.89120865,5,5,618,9
"-76.98314667",38.84798813,7,7,462,1
"-77.07273865",38.92831039,4,4,443,2
"-76.9513092",38.91918182,9,9,531,30
"-76.96730804",38.86325073,7,7,244,41
"-77.01687622",38.82323074,6,6,886,30
"-76.98957062",38.83866119,7,7,173,28
"-76.98607635",38.91017151,10,10,948,22
"-76.96909332",38.8515892,7,7,491,41
"-77.05541229",38.94458008,2,2,135,78
"-77.04847717",38.88769913,5,5,503,2
"-77.05300903",38.96308899,1,1,110,6
"-77.10395813",38.93889999,3,3,450,6
"-77.05732727",38.91704178,4,4,783,4
"-76.97226715",38.85129166,7,7,632,25
"-76.93679047",38.89310837,9,9,332,4
"-77.04598999",38.95265961,1,1,982,54
"-76.99159241",38.86312866,7,7,691,18
"-77.08805847",38.9353981,3,3,5,32
"-77.00512695",38.8458786,6,6,738,5
"-77.00827026",38.95792007,10,10,323,24
"-77.07682037",38.9151001,4,4,4,25
"-77.11110687",38.92921066,3,3,3,15
"-77.05323029",38.95164871,2,2,910,33
"-77.05275726",38.9670105,1,1,426,8
"-76.96861267",38.91175079,9,9,213,5
"-77.07331848",38.91106033,4,4,892,42
"-77.06427765",38.90919113,4,4,543,3
"-76.97315216",38.89284897,8,8,88,22
"-76.9928894",38.84123993,6,6,430,7
"-76.95439148",38.91865158,9,9,531,14
"-77.03629303",38.92279816,4,4,710,28
"-77.05716705",38.90095139,4,4,775,7
"-77.03848267",38.9126091,5,5,936,1
"-77.09616089",38.91688919,3,3,286,10
"-76.98605347",38.93830872,10,10,10,92
"-77.05407715",38.94264984,2,2,135,70
"-77.01609039",38.8879509,5,5,1,54
"-77.0760498",38.90509033,4,4,486,12
"-76.94207764",38.91259003,9,9,672,10
"-77.06820679",38.92127991,4,4,21,31
"-77.08999634",38.94091034,2,2,53,6
"-77.03639221",38.98321152,1,1,9,11
"-77.02697754",38.98487091,1,1,759,16
"-76.98056793",38.85728836,7,7,7,22
"-77.04113007",38.90565872,5,5,424,4
"-76.99951172",38.91809082,10,10,835,12
"-76.96838379",38.89477158,8,8,769,107
"-77.02294159",38.88756943,5,5,1,37
"-76.96112823",38.87852859,8,8,699,21
"-77.07019806",38.91012955,4,4,518,106
"-77.07208252",38.95394135,2,2,604,1
"-77.04003143",38.94944,1,1,801,31
"-77.02607727",38.87442017,5,5,882,14
"-77.0005722",38.88320923,5,5,313,3
"-77.0854187",38.90261078,4,4,518,9
"-77.01422882",38.89899063,5,5,819,108
"-76.93403625",38.91215134,9,9,4,27
"-77.03082275",38.96260834,1,1,34,4
"-77.0615921",38.89265823,4,4,127,5
"-76.98149872",38.89973068,8,8,887,3
"-77.04411316",38.90953064,4,4,981,13
"-77.05328369",38.94102859,2,2,135,53
"-76.97029877",38.91376877,10,10,333,4
"-76.98548126",38.92440033,10,10,908,6
"-76.97042084",38.89780045,8,8,249,24
"-77.00700378",38.95230865,10,10,314,2
"-77.04264069",38.98632812,1,1,9,30
"-77.01838684",38.9280014,10,10,185,24
"-76.93917847",38.89675903,9,9,332,13
"-76.97197723",38.87421036,7,7,273,12
"-77.04353333",38.9606781,1,1,998,12
"-77.01515198",38.90645981,5,5,819,81
"-77.01425171",38.88901138,5,5,211,9
"-77.07015228",38.90993118,4,4,518,105
"-77.02915955",38.87831879,5,5,156,53
"-77.04943085",38.9148407,4,4,193,2
"-76.95274353",38.86706924,8,8,633,30
"-77.10546875",38.92707825,3,3,3,46
"-76.94042969",38.90496826,9,9,488,3
"-77.04482269",38.97079086,1,1,831,3
"-77.05845642",38.92271042,4,4,901,3
"-77.04154968",38.94187164,1,1,469,13
"-77.02217865",38.80427933,6,6,994,13
"-77.06049347",38.89244843,4,4,608,8
"-77.04044342",38.95000076,1,1,71,13
"-77.00478363",38.9516983,10,10,599,4
"-77.07749939",38.93606949,2,2,923,4
"-77.00891113",38.9509697,10,10,323,44
"-77.02111053",38.82059097,6,6,690,22
"-77.07211304",38.90098953,4,4,486,50
"-77.02635193",38.92982864,5,5,819,3
"-77.06981659",38.94403076,2,2,684,4
"-76.96808624",38.85839081,7,7,536,33
"-77.05873108",38.95890045,2,2,653,12
"-77.03276062",38.92974091,4,4,813,5
"-77.10958099",38.92200089,3,3,338,2
"-77.07666016",38.93862152,2,2,714,23
"-77.00853729",38.87023926,6,6,603,19
"-77.07472992",38.92974854,4,4,22,15
"-77.0223999",38.80632019,6,6,994,18
"-77.00917816",38.91810989,10,10,218,5
"-77.05728149",38.90093994,4,4,775,8
"-76.93340302",38.88201141,8,8,436,56
"-77.06910706",38.90409851,4,4,689,6
"-76.98927307",38.90739059,10,10,948,16
"-77.00475311",38.85565948,6,6,6,74
"-77.0014267",38.86381149,6,6,6,50
"-76.95973206",38.90967178,9,9,756,2
"-77.07647705",38.93486023,2,2,575,2
"-76.98902893",38.87073898,7,7,75,9
"-76.93846893",38.8910408,9,9,600,38
"-76.99069977",38.87337875,7,7,273,57
"-77.00270844",38.86484909,6,6,522,3
"-77.06861115",38.93630981,2,2,2,2
"-76.92858124",38.89612961,9,9,824,5
"-77.08133698",38.96068954,2,2,703,3
"-77.09060669",38.95158005,2,2,535,4
"-77.04312897",38.90929031,5,5,424,16
"-77.01335144",38.93209076,10,10,646,9
"-76.97673035",38.94042969,10,10,743,1
"-76.9706192",38.86125946,7,7,438,14
"-77.01609802",38.84613037,6,6,652,26
"-77.09732819",38.94626999,2,2,396,2
"-76.97316742",38.87073898,7,7,822,6
"-76.9807663",38.88534927,7,7,869,1
"-77.05976868",38.96149063,2,2,653,5
"-76.96270752",38.87023926,8,8,124,9
"-77.09886169",38.92144012,3,3,148,20
"-77.04660797",38.9604187,1,1,668,65
"-77.04319",38.95745087,1,1,668,19
"-76.95863342",38.87960815,8,8,2,12
"-77.05222321",38.98054123,1,1,100,4
"-77.0276413",38.88246918,5,5,313,71
"-76.95584869",38.93000031,9,9,224,9
"-77.05490112",38.89186859,5,5,737,4
"-77.10157013",38.91939926,3,3,182,35
"-77.03633118",38.96578979,1,1,1,55
"-76.9540329",38.86671066,8,8,253,13
"-77.03716278",38.92031097,4,4,220,12
"-77.04737854",38.96728897,1,1,809,2
"-76.99285126",38.84989929,7,7,90,6
"-76.94908905",38.90790939,9,9,9,7
"-77.08621216",38.92752838,3,3,470,13
"-77.07008362",38.95640945,2,2,13,22
"-77.01155853",38.8228302,6,6,643,11
"-77.04412842",38.92805099,4,4,330,18
"-76.98706055",38.86758041,7,7,298,1
"-76.97685242",38.85718918,7,7,175,14
"-77.05547333",38.97283173,1,1,739,19
"-76.99337006",38.85832977,7,7,7,47
"-77.1010437",38.94855118,3,3,131,21
"-77.00858307",38.92671967,10,10,962,63
"-77.0222702",38.98162079,1,1,759,36
"-77.09677124",38.91810989,3,3,701,3
"-77.05106354",38.91085052,4,4,799,11
"-76.92233276",38.88771057,9,9,757,4
"-76.97634125",38.89883041,8,8,769,73
"-77.01425171",38.89476013,5,5,311,38
"-77.02130127",38.87757874,5,5,146,2
"-77.0526886",38.96155167,1,1,426,33
"-77.09030914",38.93349075,3,3,44,23
"-76.96840668",38.90668106,9,9,508,3
"-77.01696777",38.93460846,10,10,295,5
"-76.96697998",38.91027832,9,9,508,16
"-77.03552246",38.90325165,5,5,56,4
"-77.01065063",38.81890869,6,6,643,3
"-77.06005096",38.96252823,2,2,653,1
"-76.92373657",38.88507843,9,9,171,3
"-77.0579071",38.94726181,2,2,114,2
"-76.94992065",38.90166855,9,9,434,13
"-76.98233795",38.85699081,7,7,7,26
"-77.04908752",38.92337036,4,4,601,10
"-76.95748138",38.8927803,8,8,321,2
"-77.10604858",38.9184494,3,3,878,73
"-77.06324005",38.9282608,4,4,715,2
"-76.97852325",38.91727829,10,10,299,125
"-77.04058075",38.96187973,1,1,781,30
"-76.95979309",38.88879013,8,8,2,104
"-77.04498291",38.9606781,1,1,668,62
"-77.0838089",38.92752838,3,3,470,15
"-77.03833771",38.99185944,1,1,938,1
"-77.02967072",38.90869904,5,5,369,7
"-76.94172668",38.90423965,9,9,347,41
"-77.02210999",38.97436142,1,1,445,3
"-77.06929016",38.90365982,4,4,655,57
"-77.09349823",38.91514969,3,3,530,40
"-77.054039",38.92316055,4,4,879,2
"-76.97054291",38.9090004,8,8,784,105
"-76.99951172",38.91852951,10,10,835,10
"-77.00283051",38.86050034,6,6,83,17
"-77.01106262",38.82162857,6,6,643,10
"-77.02883911",38.88174057,5,5,6,36
"-77.06788635",38.91172028,4,4,21,1
"-77.10134125",38.91136932,3,3,360,12
"-77.00913239",38.87464142,5,5,723,15
"-77.00720978",38.84511185,6,6,745,16
"-77.02642059",38.8162117,6,6,256,10
"-76.99098206",38.87348938,7,7,7,59
"-77.01686859",38.86671066,5,5,225,6
"-77.01389313",38.82851028,6,6,643,23
"-77.03270721",38.88269043,5,5,156,32
"-76.97158051",38.88639069,8,8,984,7
"-76.99949646",38.92559052,10,10,895,4
"-77.06195068",38.9104805,4,4,518,3
"-76.99601746",38.84751892,6,6,89,14
"-77.0098877",38.83773041,6,6,800,7
"-77.00408936",38.85152054,6,6,108,5
"-77.02800751",38.96100998,1,1,998,62
"-77.08582306",38.90267944,4,4,518,7
"-77.04055023",38.97554016,1,1,791,20
"-77.05799103",38.93468094,4,4,659,9
"-77.03202057",38.97369003,1,1,385,6
"-77.06881714",38.96672821,2,2,302,2
"-77.08888245",38.91292953,3,3,889,7
"-76.93679047",38.89310837,9,9,324,2
"-77.04631042",38.89511871,5,5,742,21
"-76.96874237",38.91202164,9,9,810,14
"-77.0891037",38.9581604,2,2,396,29
"-77.02557373",38.97727966,1,1,950,2
"-77.04933929",38.94517136,1,1,602,51
"-77.00849152",38.92673111,10,10,962,64
"-77.01693726",38.82838058,6,6,1000,42
"-77.08087921",38.94316101,2,2,322,7
"-77.0421524",38.93798828,4,4,975,8
"-76.96682739",38.8563118,7,7,634,8
"-77.05631256",38.90184021,4,4,970,21
"-76.98030853",38.89331818,8,8,864,3
"-77.0111618",38.84215164,6,6,487,2
"-77.06005096",38.96252823,2,2,99,8
"-77.07015991",38.93035126,4,4,172,8
"-77.03041077",38.88278961,5,5,5,100
"-77.09555054",38.93233871,3,3,5,16
"-77.07682037",38.94279099,2,2,322,1
"-77.05602264",38.94966888,2,2,910,12
"-77.08882141",38.91292191,3,3,498,66
"-77.02259064",38.80670929,6,6,994,3
"-77.01735687",38.82843018,6,6,854,25
"-77.00659943",38.96017838,10,10,323,18
"-77.09728241",38.91474915,3,3,286,4
"-76.99256134",38.90446091,10,10,948,10
"-77.02709961",38.87559128,5,5,882,1
"-77.01426697",38.88262939,5,5,495,11
"-77.05539703",38.89260101,5,5,120,23
"-76.97776794",38.85990143,7,7,7,151
"-77.02333069",38.80984116,6,6,886,3
"-77.05531311",38.8923912,5,5,120,25
"-77.11363983",38.93230057,3,3,3,3
"-77.0307312",38.97143173,1,1,64,2
"-77.00917816",38.9167099,10,10,268,16
"-77.00527191",38.95299911,10,10,680,1
"-77.07640839",38.90171814,4,4,518,52
"-76.94246674",38.91559982,9,9,606,22
"-76.97263336",38.91947174,10,10,948,61
"-77.03164673",38.87981033,5,5,6,24
"-76.9807663",38.88594055,7,7,12,3
"-76.95868683",38.88959122,8,8,453,1
"-76.99304962",38.90615082,10,10,546,11
"-77.01251221",38.88600159,5,5,190,12
"-76.93502045",38.8728981,8,8,436,88
"-77.00660706",38.8543396,6,6,292,27
"-77.11065674",38.92842102,3,3,143,49
"-77.03450775",38.9367981,1,1,979,21
"-77.04064941",38.97243118,1,1,791,8
"-77.00422668",38.86830902,6,6,603,2
"-76.95646667",38.92321014,9,9,78,2
"-77.10723877",38.92433929,3,3,945,3
"-77.0712204",38.90454865,4,4,486,23
"-77.04541779",38.91188049,4,4,981,1
"-77.03646851",38.93912888,1,1,979,7
"-76.98742676",38.85406113,7,7,379,6
"-77.02635956",38.88154984,5,5,696,26
"-76.94867706",38.8728714,8,8,947,2
"-76.98895264",38.85427094,7,7,379,3
"-77.05330658",38.96377182,1,1,110,9
"-76.94109344",38.91164017,9,9,210,13
"-76.95903015",38.91688919,9,9,574,15
"-77.03559113",38.89921951,5,5,720,22
"-77.07460022",38.95468903,2,2,595,4
"-77.01049042",38.84497833,6,6,356,13
"-76.97110748",38.91159058,8,8,769,26
"-76.92188263",38.89408112,9,9,505,25
"-77.06372833",38.92285156,4,4,184,12
"-77.01062775",38.87464142,5,5,562,2
"-77.06691742",38.92198181,4,4,21,37
"-76.95777893",38.93072891,9,9,736,23
"-77.06775665",38.89812088,4,4,990,28
"-77.04237366",38.91080093,5,5,786,9
"-77.06626892",38.9237709,4,4,21,45
"-77.03646088",38.92784882,4,4,519,46
"-77.00202942",38.82656097,6,6,459,10
"-76.9401474",38.88491058,8,8,660,20
"-77.03855896",38.93722916,4,4,226,1
"-77.08261871",38.92786026,3,3,44,9
"-77.03650665",38.91334915,5,5,278,4
"-77.03849792",38.90565109,5,5,762,9
"-76.9720993",38.8727684,7,7,59,6
"-76.97619629",38.8932991,8,8,112,1
"-77.00930023",38.95658875,10,10,516,11
"-77.00434113",38.88105011,5,5,313,15
"-77.00106049",38.83610916,6,6,692,23
"-76.95565796",38.92438889,9,9,78,7
"-76.96779633",38.86405945,7,7,244,43
"-76.96192932",38.88713074,8,8,2,95
"-77.00618744",38.82146072,6,6,854,6
"-77.06262207",38.91482925,4,4,276,23
"-76.99609375",38.85601044,7,7,7,61
"-76.9593277",38.8890686,8,8,123,27
"-76.95223999",38.86597061,8,8,253,9
"-76.95468903",38.92090988,9,9,291,12
"-77.00270081",38.85972977,6,6,83,7
"-77.04831696",38.94530106,1,1,602,10
"-77.0133667",38.87297058,5,5,868,22
"-77.02462006",38.88251114,5,5,313,61
"-77.10359192",38.91373062,3,3,878,41
"-77.0327301",38.93085861,4,4,813,3
"-77.10591125",38.92684937,3,3,937,5
"-77.05631256",38.94208145,2,2,502,30
"-76.94078827",38.87604141,8,8,174,1
"-76.92984772",38.89622116,9,9,566,9
"-76.96096802",38.91698074,9,9,574,18
"-76.97904205",38.91641998,10,10,948,34
"-77.00894165",38.84035873,6,6,852,26
"-76.94248199",38.88983154,8,8,261,19
"-76.99446869",38.92557907,10,10,299,78
"-76.9621582",38.91691971,9,9,810,46
"-77.00797272",38.94655991,10,10,323,56
"-77.05017853",38.9617691,1,1,668,75
"-76.95690918",38.87028885,8,8,277,15
"-77.09065247",38.91867828,3,3,498,4
"-77.02126312",38.83280945,6,6,886,62
"-77.02667236",38.88125992,5,5,45,22
"-76.99098206",38.87348938,7,7,999,20
"-77.03643799",38.93743896,4,4,67,10
"-76.97418976",38.85406113,7,7,175,26
"-76.98690033",38.85942841,7,7,7,115
"-77.05922699",38.95365906,2,2,540,10
"-76.9730072",38.91743851,10,10,948,52
"-76.9352417",38.87863922,8,8,549,1
"-77.0141983",38.87147903,6,6,47,68
"-77.04311371",38.95819092,1,1,668,23
"-77.02522278",38.94509888,1,1,777,2
"-77.01834106",38.93091965,10,10,425,3
"-77.04589081",38.90090179,5,5,760,2
